"Date","Game","Earnings","Players","Tournaments"
2006-11-01,"Quake 4",10832.78,14,5
2006-11-01,"Battlefield 2",4166.08,0,2
2006-12-01,"Counter-Strike",292864.56,248,16
2006-12-01,"WarCraft III",87982.99,13,4
2006-12-01,"StarCraft: Brood War",78328.25,11,4
2006-12-01,"Counter-Strike: Source",54697.31,20,2
2006-12-01,"Quake III Arena",50000,32,1
2006-12-01,"Halo 2",35000,12,1
2006-12-01,"Project Gotham Racing 3",35000,3,1
2006-12-01,"Quake 4",35000,3,1
2006-12-01,"FIFA 06",32149.1,5,3
2006-12-01,"FIFA 07",26000,3,1
2006-12-01,"Ghost Recon Advanced Warfighter",16000,0,1
2006-12-01,"Age of Empires II",5000,16,1
2006-12-01,"Defense of the Ancients",738.83,5,1
2006-12-01,"Battlefield 2",0,0,1
2006-12-01,"Live for Speed",0,1,1
2007-01-01,"Madden NFL 2007",1e+05,1,1
2007-01-01,"WarCraft III",46158.12,19,3
2007-01-01,"StarCraft: Brood War",27988.8,12,5
2007-01-01,"Counter-Strike",10515.9,40,3
2007-01-01,"Age of Empires II",10000,16,1
2007-01-01,"Counter-Strike: Source",8294.48,20,2
2007-01-01,"Super Smash Bros. Melee",1249.76,10,3
2007-01-01,"Age of Empires III",100,1,1
2007-02-01,"StarCraft: Brood War",118210.13,33,5
2007-02-01,"Counter-Strike",108551.49,195,8
2007-02-01,"WarCraft III",23150,10,2
2007-02-01,"Counter-Strike: Source",9960.68,35,3
2007-02-01,"Defense of the Ancients",9548.34,0,1
2007-02-01,"Wolfenstein: Enemy Territory",6655.76,30,1
2007-02-01,"Super Smash Bros. Melee",2143.9,12,4
2007-02-01,"Age of Empires II",777.9,3,1
2007-03-01,"Counter-Strike",177202.55,137,7
2007-03-01,"StarCraft: Brood War",144610.72,25,4
2007-03-01,"WarCraft III",112407.18,16,6
2007-03-01,"Rise of Nations: Rise of Legends",69600,8,1
2007-03-01,"FIFA 07",9322.58,3,1
2007-03-01,"Need for Speed Carbon",9322.58,3,1
2007-03-01,"Super Smash Bros. Melee",8999,25,9
2007-03-01,"Dead or Alive 4",7990.78,3,1
2007-03-01,"Project Gotham Racing 3",7990.78,3,1
2007-03-01,"Counter-Strike: Source",5274,10,1
2007-03-01,"TrackMania Nations",822,3,1
2007-04-01,"Counter-Strike",192950.99,207,14
2007-04-01,"Halo 2",61400,34,2
2007-04-01,"WarCraft III",53076.07,25,9
2007-04-01,"Counter-Strike: Source",28089.18,84,6
2007-04-01,"World of WarCraft",20400,6,1
2007-04-01,"Battlefield 2142",18546.14,0,2
2007-04-01,"Rainbow Six: Vegas",16700,62,1
2007-04-01,"Quake 4",10996.07,9,2
2007-04-01,"Super Smash Bros. Melee",6514,29,15
2007-04-01,"Battlefield 2",4901.26,0,1
2007-04-01,"Command & Conquer 3",4901.26,4,1
2007-04-01,"S.T.A.L.K.E.R.: Shadow of Chernobyl",4901.26,0,1
2007-04-01,"Supreme Commander",4901.26,0,1
2007-04-01,"Wolfenstein: Enemy Territory",4055.84,18,1
2007-04-01,"Day of Defeat: Source",996.07,0,1
2007-04-01,"Dead or Alive 4",996.07,3,1
2007-04-01,"Project Gotham Racing 3",996.07,3,1
2007-04-01,"Call of Duty 2",686.18,0,1
2007-05-01,"Counter-Strike",76113.94,87,8
2007-05-01,"WarCraft III",43205,20,10
2007-05-01,"StarCraft: Brood War",23271.98,6,3
2007-05-01,"F.E.A.R.",20000,7,1
2007-05-01,"World in Conflict",20000,15,1
2007-05-01,"Counter-Strike: Source",18002.32,36,3
2007-05-01,"Call of Duty 2",5953.8,0,1
2007-05-01,"Quake III Arena",3861.47,8,1
2007-05-01,"Super Smash Bros. Melee",2503,14,4
2007-05-01,"FIFA 07",500,1,1
2007-06-01,"Counter-Strike",154734.58,229,10
2007-06-01,"Halo 2",61600,30,2
2007-06-01,"WarCraft III",53631.72,31,7
2007-06-01,"Counter-Strike: Source",34582.4,56,3
2007-06-01,"FIFA 07",33805.95,4,2
2007-06-01,"World of WarCraft",30000,11,1
2007-06-01,"F.E.A.R.",20000,8,1
2007-06-01,"World in Conflict",20000,0,1
2007-06-01,"Rainbow Six: Vegas",16700,64,1
2007-06-01,"Quake 4",15000,8,1
2007-06-01,"StarCraft: Brood War",9555.45,6,2
2007-06-01,"Super Smash Bros. Melee",8605,32,11
2007-06-01,"Defense of the Ancients",7389.93,11,1
2007-06-01,"Live for Speed",2008.27,5,1
2007-06-01,"Pro Evolution Soccer 6",1216.82,3,1
2007-06-01,"Super Smash Bros.",415,6,2
2007-06-01,"Gears of War",0,0,1
2007-07-01,"StarCraft: Brood War",237878.5,40,2
2007-07-01,"Counter-Strike",158542.51,94,7
2007-07-01,"WarCraft III",92759.41,22,5
2007-07-01,"Halo 2",61600,27,2
2007-07-01,"Quake 4",34000,11,2
2007-07-01,"Call of Duty 2",20000,20,1
2007-07-01,"TrackMania Nations",19479.5,6,2
2007-07-01,"Pro Evolution Soccer 6",19000,3,1
2007-07-01,"Rainbow Six: Vegas",16700,64,1
2007-07-01,"Super Smash Bros. Melee",15864.93,40,7
2007-07-01,"Gears of War",14000,0,1
2007-07-01,"Super Smash Bros.",525,3,1
2007-07-01,"Street Fighter III: 3rd Strike",0,4,1
2007-08-01,"Counter-Strike",228779.24,199,12
2007-08-01,"StarCraft: Brood War",172687.25,34,6
2007-08-01,"WarCraft III",121907.97,51,8
2007-08-01,"World of WarCraft",70000,25,2
2007-08-01,"Quake 4",66562.74,18,4
2007-08-01,"Halo 2",61600,27,2
2007-08-01,"Enemy Territory: Quake Wars",50000,26,1
2007-08-01,"Counter-Strike: Source",35161.96,81,5
2007-08-01,"FIFA 07",17257.04,13,2
2007-08-01,"Rainbow Six: Vegas",16700,0,1
2007-08-01,"Super Smash Bros. Melee",14250,10,2
2007-08-01,"Gears of War",14000,0,1
2007-08-01,"Capcom vs. SNK 2",10250,8,1
2007-08-01,"Guilty Gear XX Accent Core",10250,23,1
2007-08-01,"Marvel vs. Capcom 2",10250,8,1
2007-08-01,"Street Fighter III: 3rd Strike",10250,8,1
2007-08-01,"Super Street Fighter II Turbo",10250,8,1
2007-08-01,"Tekken 5: Dark Resurrection",10250,8,1
2007-08-01,"Virtua Fighter 5",10250,8,1
2007-08-01,"Need for Speed Carbon",7000,8,1
2007-08-01,"Shadowrun",4000,0,1
2007-08-01,"Quake III Arena",1927.79,12,2
2007-08-01,"Battlefield 2",1613.6,0,1
2007-08-01,"Call of Duty 2",1613.6,0,1
2007-09-01,"Counter-Strike",106965.4,164,9
2007-09-01,"Counter-Strike: Source",98892.67,145,10
2007-09-01,"Halo 2",61600,28,2
2007-09-01,"WarCraft III",48453.97,28,12
2007-09-01,"F.E.A.R.",20000,8,1
2007-09-01,"World in Conflict",20000,0,1
2007-09-01,"Rainbow Six: Vegas",16700,0,1
2007-09-01,"Gears of War",14000,0,1
2007-09-01,"StarCraft: Brood War",11000,5,2
2007-09-01,"Wolfenstein: Enemy Territory",8445.28,30,1
2007-09-01,"Super Smash Bros. Melee",5850,9,2
2007-09-01,"Shadowrun",4000,0,1
2007-10-01,"Halo 2",308000,36,2
2007-10-01,"Counter-Strike",192812.91,116,9
2007-10-01,"Gears of War",120000,1,2
2007-10-01,"Madden NFL 2008",1e+05,1,1
2007-10-01,"WarCraft III",94024.38,25,12
2007-10-01,"Rainbow Six: Vegas",84000,0,1
2007-10-01,"StarCraft: Brood War",63292.07,7,2
2007-10-01,"Counter-Strike: Source",44363.03,76,6
2007-10-01,"FIFA 07",26000,3,1
2007-10-01,"Age of Empires III",20000,3,1
2007-10-01,"Carom 3D",20000,3,1
2007-10-01,"Command & Conquer 3",20000,3,1
2007-10-01,"Dead or Alive 4",20000,3,1
2007-10-01,"Need for Speed Carbon",20000,3,1
2007-10-01,"Project Gotham Racing 3",20000,3,1
2007-10-01,"Shadowrun",16000,0,1
2007-10-01,"Age of Empires II",10000,28,1
2007-10-01,"Super Smash Bros. Melee",1800,3,1
2007-10-01,"TrackMania Nations",274,2,1
2007-11-01,"StarCraft: Brood War",128432,35,3
2007-11-01,"Counter-Strike",93734.65,226,10
2007-11-01,"World of WarCraft",75000,9,1
2007-11-01,"Halo 2",57662.47,32,2
2007-11-01,"WarCraft III",33768.58,31,12
2007-11-01,"Quake 4",20000,12,1
2007-11-01,"Counter-Strike: Source",17602.26,40,1
2007-11-01,"Gears of War",8900.77,32,1
2007-11-01,"Rainbow Six: Vegas",8900.77,32,1
2007-11-01,"Crysis",8364,0,1
2007-11-01,"Call of Duty 4: Modern Warfare",6273,20,1
2007-11-01,"Enemy Territory: Quake Wars",6273,0,1
2007-11-01,"World in Conflict",5227.5,8,1
2007-11-01,"Super Smash Bros. Melee",4320,6,2
2007-11-01,"Team Fortress 2",4182,21,1
2007-11-01,"FIFA 08",3136.5,4,3
2007-11-01,"Trackmania United",1027.5,3,1
2007-11-01,"Call of Duty 2",836.4,5,1
2007-11-01,"Age of Empires II",200,2,1
2007-12-01,"Counter-Strike: Source",540673.62,135,5
2007-12-01,"Dead or Alive 4",226000,23,3
2007-12-01,"Project Gotham Racing 3",196000,22,2
2007-12-01,"Counter-Strike",135982.22,169,11
2007-12-01,"FIFA 07",124126.66,21,4
2007-12-01,"StarCraft: Brood War",113036.29,34,3
2007-12-01,"Halo 3",1e+05,16,1
2007-12-01,"WarCraft III",87964.68,41,16
2007-12-01,"World of WarCraft",25000,3,2
2007-12-01,"Defense of the Ancients",18138.22,30,2
2007-12-01,"Team Fortress 2",5000,0,1
2007-12-01,"Super Smash Bros. Melee",2633.72,15,5
2007-12-01,"Age of Empires III",1600,3,1
2007-12-01,"TrackMania Nations",806.16,2,1
2007-12-01,"Age of Empires II",100,3,1
2007-12-01,"Battlefield 2142",0,0,1
2007-12-01,"Super Smash Bros.",0,3,1
2008-01-01,"StarCraft: Brood War",86240,10,1
2008-01-01,"Counter-Strike",29015.54,74,3
2008-01-01,"WarCraft III",27085.86,11,7
2008-01-01,"World in Conflict",20000,0,1
2008-01-01,"F.E.A.R.",18000,4,1
2008-01-01,"Age of Empires II",3000,6,2
2008-01-01,"Super Smash Bros. Melee",1838,8,3
2008-02-01,"World in Conflict",2e+05,25,1
2008-02-01,"F.E.A.R.",1e+05,8,1
2008-02-01,"Counter-Strike",87418.84,153,8
2008-02-01,"StarCraft: Brood War",69650.48,23,2
2008-02-01,"Counter-Strike: Source",31872.8,100,9
2008-02-01,"WarCraft III",27178.1,19,7
2008-02-01,"Super Smash Bros. Melee",9590,34,5
2008-02-01,"Age of Empires II",437.08,0,1
2008-03-01,"Counter-Strike",268467.77,203,15
2008-03-01,"StarCraft: Brood War",255409.61,39,3
2008-03-01,"Unreal Tournament 3",104812.82,3,3
2008-03-01,"WarCraft III",70300.23,23,12
2008-03-01,"Counter-Strike: Source",54186.32,101,9
2008-03-01,"Call of Duty 4: Modern Warfare",46063.19,66,5
2008-03-01,"FIFA 08",11677.73,7,2
2008-03-01,"Command & Conquer 3",10685.41,4,2
2008-03-01,"Halo 3",8924.67,14,3
2008-03-01,"Dead or Alive 4",7708.46,3,2
2008-03-01,"Need for Speed: ProStreet",7708.46,3,1
2008-03-01,"Project Gotham Racing 4",7708.46,3,1
2008-03-01,"Team Fortress 2",4961.58,0,1
2008-03-01,"Enemy Territory: Quake Wars",4650.12,6,1
2008-03-01,"Wolfenstein: Enemy Territory",4650.12,18,1
2008-03-01,"Battlefield 2",2976.95,0,1
2008-03-01,"Crysis",2976.95,0,1
2008-03-01,"Gears of War",2974.5,0,1
2008-03-01,"Pro Evolution Soccer 2008",2084.15,6,2
2008-03-01,"Supreme Commander: Forged Alliance",1290.01,0,1
2008-03-01,"World in Conflict",595.38,0,1
2008-03-01,"TrackMania Nations Forever",558.6,1,1
2008-03-01,"Super Smash Bros. Melee",190,6,2
2008-04-01,"Halo 3",56000,32,1
2008-04-01,"Counter-Strike: Source",45803.33,35,2
2008-04-01,"WarCraft III",21782.3,9,6
2008-04-01,"Counter-Strike",18707.52,55,5
2008-04-01,"Gears of War",7500,0,1
2008-04-01,"Age of Empires II",7250,8,1
2008-04-01,"Super Smash Bros. Brawl",755,7,2
2008-04-01,"Age of Mythology",50,1,1
2008-05-01,"Counter-Strike",122087.06,215,10
2008-05-01,"Halo 3",50000,1,1
2008-05-01,"Counter-Strike: Source",46247.73,94,4
2008-05-01,"WarCraft III",36701.31,47,7
2008-05-01,"FIFA 08",26000,3,1
2008-05-01,"Call of Duty 4: Modern Warfare",20743.82,40,1
2008-05-01,"Super Smash Bros. Brawl",3437,15,5
2008-05-01,"Quake III Arena",2376.54,8,1
2008-05-01,"StarCraft: Brood War",2121.94,8,1
2008-05-01,"Super Smash Bros. Melee",132,3,1
2008-05-01,"Age of Mythology",50,1,1
2008-06-01,"World of WarCraft",85500,22,2
2008-06-01,"WarCraft III",82808.02,28,8
2008-06-01,"StarCraft: Brood War",59015.3,27,4
2008-06-01,"Halo 3",56000,32,1
2008-06-01,"Counter-Strike",48311.41,65,6
2008-06-01,"Guitar Hero III: Legends of Rock",19000,8,1
2008-06-01,"Counter-Strike: Source",11846.83,45,3
2008-06-01,"Rainbow Six: Vegas 2",7500,0,1
2008-06-01,"Defense of the Ancients",7130.54,16,1
2008-06-01,"Super Smash Bros. Melee",5505,31,8
2008-06-01,"Super Smash Bros. Brawl",1160,9,3
2008-07-01,"Counter-Strike: Source",515467.1,152,8
2008-07-01,"StarCraft: Brood War",217633.37,145,3
2008-07-01,"Forza Motorsport 2",207000,16,1
2008-07-01,"Dead or Alive 4",182000,16,1
2008-07-01,"Counter-Strike",170724.61,127,11
2008-07-01,"FIFA 08",91000,8,2
2008-07-01,"World of WarCraft",72500,21,2
2008-07-01,"Halo 3",56000,32,1
2008-07-01,"WarCraft III",41035.81,15,7
2008-07-01,"Call of Duty 4: Modern Warfare",40429.32,26,4
2008-07-01,"Quake III Arena",15970.4,6,2
2008-07-01,"Defense of the Ancients",12500,10,1
2008-07-01,"Gears of War",7500,0,1
2008-07-01,"Rainbow Six: Vegas 2",7500,0,2
2008-07-01,"TrackMania Nations Forever",5000,3,1
2008-07-01,"Super Smash Bros. Brawl",3929.87,20,5
2008-07-01,"Team Fortress 2",2377.94,12,1
2008-07-01,"Age of Mythology",420,3,1
2008-07-01,"Super Smash Bros. Melee",379.61,9,3
2008-07-01,"Age of Empires II",270.2,6,1
2008-08-01,"Counter-Strike",231303.36,163,11
2008-08-01,"World of WarCraft",108900,40,4
2008-08-01,"StarCraft: Brood War",101675.23,40,3
2008-08-01,"Call of Duty 4: Modern Warfare",74041.67,61,6
2008-08-01,"WarCraft III",68823.06,48,12
2008-08-01,"Counter-Strike: Source",62955.01,123,7
2008-08-01,"Halo 3",56000,32,1
2008-08-01,"FIFA 08",35381.05,26,4
2008-08-01,"Defense of the Ancients",26000,15,2
2008-08-01,"Quake Live",25000,19,2
2008-08-01,"Quake III Arena",23000,3,1
2008-08-01,"TrackMania Nations Forever",23000,3,2
2008-08-01,"Team Fortress 2",9700,24,3
2008-08-01,"World in Conflict",7515.35,0,2
2008-08-01,"Gears of War",7500,0,1
2008-08-01,"Rainbow Six: Vegas 2",7500,0,1
2008-08-01,"Super Smash Bros. Brawl",4130,9,4
2008-08-01,"Age of Empires II",3360.3,8,1
2008-08-01,"Street Fighter III: 3rd Strike",2040,3,1
2008-08-01,"Unreal Tournament 2003",1700,1,1
2008-08-01,"Marvel vs. Capcom 2",1610,3,1
2008-08-01,"Capcom vs. SNK 2",1450,3,1
2008-08-01,"Super Street Fighter II Turbo",1370,3,1
2008-08-01,"Tekken 5: Dark Resurrection",740,3,1
2008-09-01,"Counter-Strike",71910.88,184,11
2008-09-01,"World of WarCraft",27900,9,1
2008-09-01,"Team Fortress 2",27599.92,24,1
2008-09-01,"WarCraft III",24698.79,19,8
2008-09-01,"Counter-Strike: Source",20075.02,46,3
2008-09-01,"Need for Speed: ProStreet",7000,8,1
2008-09-01,"StarCraft: Brood War",7000,8,1
2008-09-01,"Call of Duty 4: Modern Warfare",6500,10,1
2008-09-01,"FIFA 08",1124.4,4,1
2008-09-01,"Age of Empires III",500,3,1
2008-09-01,"Age of Mythology",50,1,1
2008-10-01,"Counter-Strike",206670.12,96,11
2008-10-01,"World of WarCraft",202500,34,4
2008-10-01,"Madden NFL 2009",1e+05,1,1
2008-10-01,"WarCraft III",90874.35,12,8
2008-10-01,"Halo 3",56000,32,1
2008-10-01,"StarCraft: Brood War",45200,6,2
2008-10-01,"Counter-Strike: Source",22658.13,36,5
2008-10-01,"Quake III Arena",15000,4,2
2008-10-01,"Defense of the Ancients",9495.85,10,1
2008-10-01,"Call of Duty 4: Modern Warfare",8509.72,10,2
2008-10-01,"Gears of War",7500,0,1
2008-10-01,"Rainbow Six: Vegas 2",7500,0,1
2008-10-01,"Super Smash Bros. Melee",4530,5,2
2008-10-01,"Tekken 5: Dark Resurrection",980,3,1
2008-10-01,"Marvel vs. Capcom 2",850,4,2
2008-10-01,"Street Fighter III: 3rd Strike",850,3,1
2008-10-01,"Super Smash Bros. Brawl",670,3,1
2008-10-01,"Super Street Fighter II Turbo",400,3,1
2008-10-01,"Capcom vs. SNK 2",0,3,1
2008-11-01,"Halo 3",350000,44,2
2008-11-01,"Counter-Strike",315335.06,249,14
2008-11-01,"StarCraft: Brood War",184229.91,56,4
2008-11-01,"WarCraft III",112582.55,28,13
2008-11-01,"World of WarCraft",60000,30,2
2008-11-01,"Counter-Strike: Source",43423.04,140,8
2008-11-01,"Red Stone",35000,6,1
2008-11-01,"Gears of War",34000,0,1
2008-11-01,"Rainbow Six: Vegas 2",34000,0,1
2008-11-01,"Defense of the Ancients",26429.85,20,3
2008-11-01,"FIFA 08",23000,3,1
2008-11-01,"Call of Duty 4: Modern Warfare",22619.37,44,3
2008-11-01,"Age of Empires III",17500,3,1
2008-11-01,"Asphalt 4",17500,3,1
2008-11-01,"Carom 3D",17500,3,1
2008-11-01,"Command & Conquer 3",17500,3,1
2008-11-01,"Need for Speed: ProStreet",17500,3,1
2008-11-01,"Project Gotham Racing 4",17500,3,1
2008-11-01,"Virtua Fighter 5",17500,3,1
2008-11-01,"Team Fortress 2",15000,37,1
2008-11-01,"Quake III Arena",8298.4,14,5
2008-11-01,"QuakeWorld",2775.07,0,1
2008-11-01,"Day of Defeat: Source",2285.82,12,1
2008-11-01,"TrackMania Nations Forever",1970,3,1
2008-11-01,"Super Smash Bros. Brawl",1930,32,11
2008-11-01,"Age of Empires II",1107.86,3,2
2008-11-01,"Marvel vs. Capcom 2",150,3,1
2008-11-01,"Guilty Gear XX Accent Core",80,3,1
2008-12-01,"Counter-Strike",111755.89,120,9
2008-12-01,"WarCraft III",77625.71,23,10
2008-12-01,"StarCraft: Brood War",22350.61,9,3
2008-12-01,"Counter-Strike: Source",17464.19,25,3
2008-12-01,"FIFA 08",13250.07,20,1
2008-12-01,"Wolfenstein: Enemy Territory",7364.76,18,1
2008-12-01,"Quake III Arena",974.36,1,1
2008-12-01,"Super Smash Bros. Melee",770,13,3
2008-12-01,"Super Smash Bros. Brawl",490,15,4
2008-12-01,"Age of Mythology",450,3,1
2008-12-01,"TrackMania Nations Forever",417.71,2,1
2009-01-01,"WarCraft III",65015.25,27,9
2009-01-01,"Counter-Strike",57965.08,61,6
2009-01-01,"Counter-Strike: Source",37544.24,55,4
2009-01-01,"StarCraft: Brood War",27792.16,8,1
2009-01-01,"Call of Duty 4: Modern Warfare",22797.54,20,2
2009-01-01,"Super Smash Bros. Melee",2660,21,6
2009-01-01,"TrackMania Nations Forever",1459.5,1,1
2009-01-01,"Super Smash Bros. Brawl",1230,27,9
2009-01-01,"Super Smash Bros.",100,7,2
2009-02-01,"StarCraft: Brood War",76015.37,8,1
2009-02-01,"Counter-Strike",40217.33,126,11
2009-02-01,"FIFA 09",38402.95,12,2
2009-02-01,"Counter-Strike: Source",18240.44,61,6
2009-02-01,"Super Smash Bros. Brawl",7660.75,38,11
2009-02-01,"FIFA 08",2560.19,3,1
2009-02-01,"Super Smash Bros. Melee",2015.97,25,5
2009-02-01,"WarCraft III",840.61,6,5
2009-02-01,"Call of Duty 4: Modern Warfare",770.25,0,3
2009-02-01,"Quake III Arena",327.35,3,1
2009-02-01,"TrackMania Nations Forever",327.35,3,1
2009-03-01,"Counter-Strike",218774.99,170,11
2009-03-01,"World of WarCraft",105000,36,2
2009-03-01,"StarCraft: Brood War",94198.71,39,4
2009-03-01,"Resistance 2",50400,194,1
2009-03-01,"Super Smash Bros. Brawl",5899.01,47,15
2009-03-01,"WarCraft III",5788.99,8,5
2009-03-01,"Super Smash Bros. Melee",5514,29,9
2009-03-01,"Call of Duty 4: Modern Warfare",2700.63,5,2
2009-03-01,"TrackMania Nations Forever",2647,9,3
2009-03-01,"Defense of the Ancients",2632.35,0,1
2009-03-01,"Team Fortress 2",2027.49,18,1
2009-03-01,"Age of Mythology",330,3,1
2009-04-01,"StarCraft: Brood War",81424.45,42,4
2009-04-01,"Counter-Strike",75549.59,157,16
2009-04-01,"Halo 3",59708.89,48,2
2009-04-01,"Counter-Strike: Source",24970.95,109,7
2009-04-01,"Gears of War 2",15000,0,1
2009-04-01,"WarCraft III",8660.83,13,7
2009-04-01,"Call of Duty 4: Modern Warfare",8347.31,44,2
2009-04-01,"Super Smash Bros. Melee",6744,51,11
2009-04-01,"Defense of the Ancients",6306.37,15,1
2009-04-01,"TrackMania Nations Forever",3831.54,6,2
2009-04-01,"Quake III Arena",3303.34,3,1
2009-04-01,"Super Smash Bros. Brawl",3144,39,12
2009-04-01,"Team Fortress 2",2550,18,1
2009-04-01,"FIFA 09",1501.51,3,2
2009-04-01,"Age of Empires II",134.84,3,1
2009-04-01,"Marvel vs. Capcom 2",90,3,1
2009-04-01,"Street Fighter III: 3rd Strike",45,3,1
2009-04-01,"Guilty Gear XX Accent Core",35,3,1
2009-04-01,"King of Fighters XI",25,3,1
2009-05-01,"Counter-Strike",162209.14,190,10
2009-05-01,"FIFA 09",26000,3,1
2009-05-01,"WarCraft III",16484.31,14,7
2009-05-01,"StarCraft: Brood War",12169.93,13,9
2009-05-01,"Counter-Strike: Source",11023.19,25,2
2009-05-01,"Defense of the Ancients",10807.73,15,2
2009-05-01,"Age of Empires II",10000,8,1
2009-05-01,"World of WarCraft",9300,9,1
2009-05-01,"Wolfenstein: Enemy Territory",6637.46,18,1
2009-05-01,"Call of Duty 4: Modern Warfare",4977.93,15,1
2009-05-01,"Super Smash Bros. Brawl",2807,37,10
2009-05-01,"Super Smash Bros. Melee",1462.5,18,6
2009-05-01,"Quake III Arena",801.28,6,1
2009-06-01,"Counter-Strike",64265.54,93,7
2009-06-01,"World of WarCraft",63497.65,12,4
2009-06-01,"Halo 3",56000,32,1
2009-06-01,"WarCraft III",49778.8,22,11
2009-06-01,"Counter-Strike: Source",20884.26,50,4
2009-06-01,"Gears of War 2",15000,0,1
2009-06-01,"StarCraft: Brood War",13681.26,8,6
2009-06-01,"Team Fortress 2",13052.79,30,2
2009-06-01,"FIFA 09",9662.79,20,2
2009-06-01,"Call of Duty 4: Modern Warfare",8336.09,26,2
2009-06-01,"TrackMania Nations Forever",4470.4,5,1
2009-06-01,"Defense of the Ancients",2682.24,15,1
2009-06-01,"Super Smash Bros. Brawl",2423.27,30,9
2009-06-01,"Super Smash Bros. Melee",1145,11,3
2009-06-01,"Guilty Gear XX Accent Core",0,6,1
2009-06-01,"Street Fighter IV",0,8,2
2009-06-01,"Super Street Fighter II Turbo HD Remix",0,6,1
2009-07-01,"Counter-Strike",109693.03,120,8
2009-07-01,"Counter-Strike: Source",41007.69,79,5
2009-07-01,"StarCraft: Brood War",32860.75,14,6
2009-07-01,"Call of Duty 4: Modern Warfare",29133.76,28,3
2009-07-01,"WarCraft III",24833.51,11,7
2009-07-01,"Super Smash Bros. Brawl",14532.69,33,9
2009-07-01,"Super Smash Bros. Melee",11193.56,24,6
2009-07-01,"Quake Live",8000,3,1
2009-07-01,"Quake III Arena",4074.14,7,2
2009-07-01,"TrackMania Nations Forever",3489.01,6,2
2009-07-01,"Defense of the Ancients",2139.16,0,1
2009-07-01,"Age of Empires",880,16,1
2009-07-01,"Guilty Gear XX Accent Core Plus",0,3,1
2009-07-01,"Marvel vs. Capcom 2",0,3,1
2009-07-01,"Street Fighter IV",0,3,1
2009-07-01,"Super Street Fighter II Turbo HD Remix",0,3,1
2009-08-01,"StarCraft: Brood War",329562.85,76,13
2009-08-01,"World of WarCraft",143750,27,3
2009-08-01,"Counter-Strike",70425.34,140,12
2009-08-01,"WarCraft III",69094.26,31,12
2009-08-01,"Halo 3",59461.82,44,2
2009-08-01,"Quake Live",48500,15,3
2009-08-01,"Counter-Strike: Source",39774.45,90,6
2009-08-01,"Call of Duty 4: Modern Warfare",16001.29,30,3
2009-08-01,"Gears of War 2",15000,0,1
2009-08-01,"Team Fortress 2",10048.2,84,4
2009-08-01,"Defense of the Ancients",9515.44,10,3
2009-08-01,"FIFA 09",7867.65,13,5
2009-08-01,"Super Smash Bros. Melee",7196.46,54,13
2009-08-01,"TrackMania Nations Forever",4241.4,5,1
2009-08-01,"Day of Defeat: Source",4002.64,29,2
2009-08-01,"Super Smash Bros. Brawl",3258.54,26,6
2009-08-01,"Street Fighter IV",1602.72,4,2
2009-08-01,"Quake III Arena",1565.23,8,1
2009-08-01,"Pro Evolution Soccer 2009",713.06,3,2
2009-08-01,"Age of Mythology",150,3,1
2009-09-01,"Counter-Strike",89385.66,117,11
2009-09-01,"Defense of the Ancients",27154.39,25,2
2009-09-01,"Counter-Strike: Source",8150.11,41,3
2009-09-01,"Super Smash Bros. Brawl",7067,44,14
2009-09-01,"Super Smash Bros. Melee",5953.5,40,13
2009-09-01,"FIFA 09",5463.99,6,2
2009-09-01,"Call of Duty 2",4401.02,0,1
2009-09-01,"WarCraft III",1840.37,5,5
2009-09-01,"Call of Duty 4: Modern Warfare",1175.14,5,1
2009-09-01,"StarCraft: Brood War",900,21,1
2009-09-01,"BlazBlue: Calamity Trigger",35,3,1
2009-10-01,"Counter-Strike",142067.11,213,15
2009-10-01,"Defense of the Ancients",15000,20,1
2009-10-01,"WarCraft III",14639.9,13,7
